sample,factual_class,counterfactual_class,x,y,z,E4_BVP,E4_EDA,E4_HR,E4_IBI,E4_TEMP,Attention,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,Meditation
45678,4,2,0,0.05430924322617931,0,0,0,0,0.4374816062247326,0,0,0,0,0.009447509039140389,0,0,0,0,0,0
1383,4,3,0,0,0,0,0,0,0.4880946750759262,0,0,0,0,0,0,0,0.010428240225248516,0,0,0
1433,4,3,0,0,0,0,0,0,0.5732231584907034,0,0,0,0,0,0,0,0,0,0,0
46232,4,2,0,0,0,0,0,0,0.47684424856912044,0.02261320997830786,0,0.00030442622225883417,0,0,0,0,0,0,0,0
43998,3,4,2.202303207216333e-05,0,2.7401824791116817e-05,0,0,0.23896091911308953,0.0014979011370239877,0,0.0282704506580139,0,-9.913968931268076e-06,0.00010899489887052651,0.00012978142492411657,2.0737256928075994e-05,0.22781199932492185,0.0049653803300887915,7.88813667813225e-05,0
22216,3,2,-5.804069105519515e-06,6.1823690643691385e-06,6.107957164987605e-06,0,0.11167473084216747,0.09896195493528742,0.11438000873973803,0,0.12879732754421697,0,0.05097766304226998,-1.2248605916582457e-05,0,0,0,0,3.1848160586689854e-06,0
6417,3,2,0,0,0,0,0,0.04275396888835028,0,0.43955158810257633,0,0,0,0.000274003611677091,0,0.0024361475676476507,0,0,0,0
14274,3,2,0,0,0,0,0.2508349576066139,0,0,0.005630973422916288,0,0.00046432537899405063,0,0,0,0,0,0,0,0
44235,3,4,0,0,0,0,0,0.4617847885504029,0,0,0,4.7224528265950305e-05,0,0,0,0,0.01822003019923194,0,0,0
9604,3,4,0,2.6580454340019752e-05,0,0,0.07872985787243689,0.2078976839617448,0.20529383860054184,-5.830999469766937e-07,0,0.00018981511759502844,0,0,0.004754264672844219,0,0,4.965477523585444e-05,-1.6106555067836073e-05,0
10797,3,2,0,0,0,0,0,0.038250429426811956,0,0,0,0,0.45845715957713395,0.003080333674534542,0,0.00023244157933832992,0,0,0,0
41753,3,4,0,0,0,0,2.6963973205945755e-05,0.15819619815790098,0.17554685199193926,0.18029328535023997,0,0,7.65400504313289e-05,0,-6.486081574279318e-05,0,0,3.181507379206333e-05,0,0
15022,3,1,0,0,9.030123012055537e-06,0,0.14158094397047638,0.14188347161726236,3.5727787813514456e-05,0.12570825573027344,9.282323246934327e-07,0.005301969233778229,3.388036801744815e-06,0.0032443278115189315,0.06855056025170664,0,6.492385113677005e-05,0.00493883004854148,0,0
5989,3,4,0,0,0,0,0,0.13304364897422863,0,0,0,0,0,0,0.0027296258654382357,0.0002507587196203237,0.36179599817982677,0,0,0
36312,2,5,0,0,0,0,0.5503206760108702,0,0,0,0,0,0,0,0,0,0,0,0,0
59403,2,4,0,0,0,0,0,0.5899985026236199,0,0,0,0,0,0,0,0,0,0,0,0
32747,2,4,0,0,0,0,0,0,0.1769198884408573,0,0,1.143027476675631e-05,0.004720482157808445,0.06316396190235166,0,0.06961455551548106,0.176923927737064,0,0.011138101941975054,0
29212,2,4,0,0,0,0,0,0,0.5795763142701907,0,0,0,0,0,0,0,0,0,0,0
16988,2,1,3.739486615581349e-06,0,0,0.01216566898052555,0.06984621940243681,0.03467718102784284,1.2938334799412085e-05,0.12795126023241446,0,0.08239487193548219,2.222008203541112e-06,2.7649222528084652e-06,0,0.0008030980459125517,0.08794361796402297,3.5069073115500973e-06,0,0.10108114628422846
17030,2,1,0.008021479198719591,0,6.226843538449699e-05,0,0.10605404637612546,3.339343720813446e-06,0,0.20573344255718995,0,0,0,4.949854424152986e-05,0.015409042339653567,0.12865357929049656,0.005228075853212669,0,3.906102220896162e-06,0.028799614023011615
40237,2,4,0,0,0.20566349340669907,0,0,0,0.33379823018628685,0,0,0,0,0,0,-1.765563591559426e-05,0,0,0,0
37717,2,5,0,0,0,0,0.39903473956576496,0,0,0,0,0,0,4.7457753090547195e-05,0,0,0.0009994356599733936,0,0.0313694272503458,0
37707,2,5,0,0,0,0,0,0,0,0.5074417953262194,0,0,0,0,0,0,0,0,0,0
27099,2,4,0,0,0,0,0,0,0.5053181011235629,0,0,0,0,0,0,0,0,0,0,0
18514,5,2,0,0,0,0,0.5064489344026151,0,0,0,0,0,0,0,0,0,0,0,0,0
53379,5,2,0,4.073897981032642e-05,0,3.1452164419678946e-06,0.23019087551317677,0.25711132664835606,0,7.414389090155529e-05,0,0,0,0.005979879415974459,2.2031375796579453e-06,0.000246164225966161,-4.882816881833234e-06,8.89103004004438e-05,0.000507123860509106,0
54264,5,4,0,0,0,0,0,0,0,0.5136625265931919,0,0,0,0,0,0,0,0,0,0
54421,5,3,0.03292060828918231,0.04204223501710377,0.19457693809173815,6.2124318651330145e-06,0,0.02985953956592663,0,0,6.775285700385944e-07,0,0,3.4094756305015796e-05,0.1893883041182862,0.010125293025607843,6.402373340079808e-05,0,2.6563726830008123e-05,1.244518542082378e-05
52865,5,4,0,0,4.146070972362316e-05,0,0,0.2126910717320244,0.20243463472532403,0.03357130901641911,0,-4.787169735284124e-05,0,0.008213682046128733,0,6.18531243793017e-05,1.5006150372571296e-05,0.002718156402602019,0,0.040283924340068056
52293,5,2,0,0,0,0,0,0,0,0.4622141797822966,0,0.0007683962144795879,0,0,0,0,0,0,0,0
17669,5,2,0,0,0,0,0,0.4706703916632461,0,0,0,0,0,0,0.009074626441160376,0.00036250251098116776,0,0,0,0
19715,5,4,0,0,0,0,0,0,0.46023529917839795,0,0,0,0.005012135671099839,0,0.0003940058014659543,0,0,0,0,0
17896,5,2,0,0,2.3115666014036173e-05,0,-3.525786318638246e-05,0.22517620807741634,0.06977232148377444,0.11285783526992102,-5.615517392549134e-06,0,1.5421099642568346e-05,0.00010160551573972025,0.0005238772880657082,7.529959812841275e-05,0,4.252553105722283e-05,6.682036253153243e-06,0
52128,5,2,0,0,0,0,0,0,0,0.39382647392759873,0,0,0,0,0,0.015665834329500285,0,0,0,0
23986,1,2,0,0,0,0,0.4468135844463347,0,0,0,0,0,0,0,0,0,0.03346001753548895,0,0,0
24637,1,2,0,0,5.1251576376325324e-05,0,0.19603249834912917,0,3.112743764008701e-05,0.2255634148704459,0,0,0.013585131213748484,0.0013603219000560354,-9.553156858303689e-05,6.031009511731577e-05,0.06811205381263971,0,4.0251808800573226e-05,4.5358720958995136e-05
24745,1,2,0,0,0.017118380563358158,0,0.10021056932278383,0.04908030588979726,0.034845574555978136,0.11164272475099624,0,0.017071199367783018,0,2.5392226761862763e-05,0.0002758915722418534,0.038470714098868215,0.0659988582834935,-4.046161443353416e-06,1.3143201612782497e-05,0.06690435064691576
24021,1,2,0,0,0,0,0.4857088672285605,0,0,0,0,0,0,0,0,0.008506575593062947,0,0,0,0
25259,1,2,0,0,0,-2.4794681698313457e-06,0,0.06881228102281604,0.043061878544699554,0.12086749481315771,1.3272895347430524e-05,0.13248228046471422,0.014659886577948951,0,0.00018018228775601414,0.0013905480381158548,0.14955098333222883,-2.517293148919604e-06,1.858727920070196e-05,0
25195,1,2,0,0,0,0,0.44987447721612306,0,0,0.042726319666406616,0,0,0,0,0,0,0.0013398865017251647,0,0,0
23530,1,3,0,0,0,0,0.43552041620277293,0,0,0,0,0.057968190411221365,0,0,0.00019238102664631746,0,0,0,0,0
24375,1,2,0,0,0,0,0,0,0,0.13587499290116287,0,0.005072551868377983,0.0939112491437909,0.12978925188719084,0.008040620188868471,-2.2863720729218647e-06,0.16776308204994933,0,2.0376610398395257e-05,0
24966,1,2,0,0,0,0,1.800806729065633e-05,0,0,0.046366936647304124,0,0.00011658783275587614,0,0.12292056771023743,0.04179689084424577,0.005928908129316988,0.2853937420521172,0,0,2.1764400026805572e-05
23990,1,2,0,0,0,0,0.4410114281790667,0,0,0.04350418005612392,0,1.694284393630124e-05,0,0,0,0,0,0,0.0006461222420749964,0
1897,4,3,0,0,0.40619698431246437,0,0,0,0,0,0,0.019797447074187485,0,0,0,0,0.0014622896903020086,0,0,0
44621,4,3,0.18192666171231384,0,0,0,3.1550091540455366e-05,0.08599920605911845,0.18931328830381053,0,0,-1.5872281152187733e-05,0,4.325617135269542e-05,0.00019412915147853298,0.018482489355993836,0.0186509300551326,0,2.5492304519511647e-05,0
49781,4,2,0,0,0,0,0.19391295563102795,0.19386527868503928,0.1891621318221594,0,0,0,0,0,0,0,0,2.9100428964569385e-06,0.005815016688752222,0
54770,4,5,0,0,0,0,0,0,0,0.5173483538816966,0,0,0,0,0,0,0,0,0,0
20937,4,2,0,0.1352196367134474,0,0,0,0.1821519133097816,0.12485143922737527,0.11448908622531412,0,0,0.00019340437352823823,3.074487017361194e-05,0,7.477951040444832e-05,3.969087215467909e-05,0.008788286697790736,0,1.3394398911752364e-05
47645,4,2,0,0,0,0,0,0,0.6023324557270794,0,0,0,0,0,0,0,0,0,0,0
51777,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000258941749213204,0,0.0022094785754555035,0,0.04320133956974198,0
45397,4,5,0,0,0,0.019160477155980845,-3.5003126686624462e-06,0.15232559594985554,0.15087425174767685,0.0637118656558885,0,9.526147299211984e-05,0.14927416488130182,-0.001241714991315174,-1.554305509301077e-05,0.006339065328641988,0,4.818411570957654e-06,0,-1.6713568434733494e-06
48969,4,2,9.270527433591178e-06,1.1498056979966825e-05,-1.8672190735823205e-06,0,0.15971584988612425,0.16000100625890518,0.15152444938745743,0.15478173634748119,0.008014944469245564,0,3.75609994680196e-05,-4.952328890237459e-06,0,0,0,0,0,0
50552,4,2,0,0,0,0,0.20278806935880092,0.19901523723486653,0,0.1967201406526306,0,1.656224720120524e-05,1.96048210461889e-05,0,1.3559456703121463e-05,6.692985647010704e-05,-1.5729145916644908e-05,0,0.0005840277345494577,0
57688,3,4,0,0,0,0,0,0.5790242486122191,0,0,0,0,0,0,0,0,0,0,0,0
56379,3,4,0,0,0,0,0.009050918971894497,1.2924623339435173e-05,0,0,0,0.17236172437977787,0.027400592564759026,0.024742266814585686,0,0.02916258329597194,0.23388757547390085,0,4.902259876874751e-05,0
10028,3,2,0.029143123309365027,0,0,0,-9.080028448079089e-05,0.3724113002886045,0,0,0.1389916339872794,0.018678237101424026,2.270782867848223e-05,0.33373562741122575,0,0.0044780703209137355,-4.361119024881508e-05,0.021847952021283885,0,0.0003040341577087649
41965,3,4,0,0,0,5.559266520683755e-06,0,0.10221229700308583,0.1036901604970013,0.10875474375171214,0,0,0.052397324256584075,0.006975497216320386,0.04028778401513733,0.07930597464401362,0.009592295178631182,3.284483207735497e-05,0,0
11167,3,4,0.11057761767726783,-5.437905950532248e-06,0,-6.865895968930916e-07,0.11054122314291484,0.09928372957421551,0.1265212966135061,0.11752603004812096,0,0,0,0,0,2.646722834237934e-05,1.3597537684448967e-05,7.780531887005787e-06,0.01789009796369228,0
42057,3,4,0,0,0,0,0.19803554226503628,0.07150997453172182,0,0.22689085987653365,0,9.283161797389056e-05,0,0,0,0.00010068672046233032,0.0026811352568272425,0,0,0
3409,3,4,0,2.5461330877961666e-05,0.061286604615019356,6.412341435055187e-06,0.05512232645678869,0.09612824896800543,0.13042741737527133,0.046099343477244585,0,0.023024349618655175,0,0.003414280513163166,0.010384642475821769,0.0012809164301737575,0.07431991133436668,0.0014729292075791561,0,0
5913,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5380446344054375,0,0,0
41768,3,4,0.08643040421450876,1.602319002900587e-05,3.230596390267469e-05,0.01632098992852735,0,0.1922828438275393,0.18277964263853722,0,0,0,0.010149315539533734,0,7.99710681243869e-05,0.006054399091287148,7.268191027723242e-05,0.01779291172541705,0,0
41868,3,4,0,0,0,0,0,0,0.2502669757164381,0.24522274967089863,0,0,0.005948348101365264,0,0,0,0,0,0,0
26255,2,4,0,0,0,0,0.24901939148307847,0,0,0,0,0,0,0.2821604950920411,0,0,0,0,0,0
28175,2,4,0,0,0,0,0.23613542844296173,0.05566871474968748,0.2593604138535024,0,0,0,0,0,0,0,0.005895873486930307,0,9.31148743507954e-06,0
30695,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5168080463456823,0,0,0
17118,2,1,0,0,0,0,0,0,0,0.1416048700469865,0,1.3925490313999705e-05,0,0.0032273003082772212,0.3550275179702628,0,0,0,0,0
60049,2,4,0,0,0,0,0,0.46459303164182597,0,0.020613977296977018,0,0,0,4.129394414586462e-05,0,0,0,0,0,0
35602,2,4,0,0.11239639226551336,6.7126762627276544e-06,-2.9732181152099786e-06,0.11841818918507349,0.12237768243569162,0.12182112692659976,0,2.012277640855331e-06,-2.0024232799749567e-05,0.028629341786372553,0,0,4.503410985207888e-05,0.0030612211278510013,0,-2.5846000377853456e-05,0
39667,2,4,0,0,0,0,0.1917963687275996,0,0.34731340068833355,0,0,0,0,0,0,0,-9.750903812715625e-05,0,-7.423352678378712e-06,0
38444,2,5,0,0,0,0,0.34948887084966984,0,0,0,0,0,0,0,0,0,0,0,0,0
16252,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6933407934657461,0,0,0,0
32805,2,3,0,1.0030932704956203e-05,1.60113718664999e-06,0,0.0670612989633463,0.12332892270989415,0,0.013680395643063895,0,0.0016452042685981992,-1.1552863323712219e-06,0.1267791567404395,1.2052308522849318e-05,0.09640568281564377,0.1172731474507831,0.01161478510028875,8.222806066902972e-06,0
54356,5,4,0,0,0,0,0,0,0,0.512252873283198,0,0,0,0,0,0,0,0,0,0
52689,5,4,0,0.24355003894114072,0,0,0.28123261454808224,0,0,0,0,0,0,0,0,0,0,0,0,0
18194,5,4,0,0,0,0,0,0.4623726923072502,0,0,0,0,0,0.024110458503183704,0,0.0014821348780695977,0,0,8.204219420842357e-05,0
53930,5,4,0,0,0,0,0,0,0,0.4302258615538399,0,0,0,0,0.0028440478415932263,0.06477078075466967,0,0,0,0
19848,5,4,0,0.009219806182267242,0,0,0,8.227958857312228e-05,0.07346078454908608,4.6781200311631335e-05,0,6.979253258736724e-06,0.006797720619387741,9.701927728561161e-05,0.15022001915853983,8.775714750069549e-05,0.24519988165661438,0.02431021089663958,0,0
52414,5,3,0,0,0,0,0,0.5296523455570118,0,0,0,0,0,0,0,0,0,0,0,0
53936,5,4,0,0,0,0,0,0,0,0.4840108874388881,0,0,0,0,0.011753851208904773,0,6.512852129522005e-05,0,0,0
52217,5,3,0,7.435964878970962e-05,0,0,0,0,0,2.5637980588675328e-05,0,0.14998628546959433,1.859633234291919e-05,0.00010852069441186053,0.022718203137964875,0.3266638837895558,0,0,0,0
19940,5,4,0,0,0,0,0,0.3157095302575797,0,0,0,0,0,0.031488712550957115,0,0,0.0027252957906110306,0,0,0
18805,5,4,0,0,0,0,4.087480764211829e-05,0.2230572899825094,0.2755758734222127,0,0,0.0014232755410529623,0,0,0.00012347203536957198,0,0,0,0,0
24245,1,2,0,0,0,1.4966858882220176e-06,0,1.3348523013076114e-05,2.681280459185031e-06,0.16295324860776186,2.3103191949317347e-05,5.170552895974502e-05,0,0.008135888681410271,0.1356406776137397,0.008568563755002813,0.1844069324370809,0,0,3.26697136903193e-05
24216,1,2,1.552957427718682e-05,0,0,1.37864749223251e-06,1.3088655277645671e-05,1.2395190093628065e-05,2.6386841955754714e-06,0.1579349251941316,0,0.05966640969504003,0,0.007496301444554155,0.1400554409863028,0.006310578297563276,0.1277343981467669,0,0,3.518147753725729e-05
24681,1,2,2.6327955804279884e-05,0,0,0,0,0.07802456272072335,0,0.13795417090254028,0,0,0.0449992130337705,0.00046440523369857626,0.00046633861653702093,0.11341891282037816,0.11652431801537252,0,0.006384084374070425,4.7597373364857855e-05
24758,1,2,3.069883756376147e-05,-1.2893562790274983e-05,0,0,0.03936865594481009,0.002653269493136903,0,7.396442894429694e-05,1.7574159476291325e-05,0.12572644237465028,0,0.13251535264735442,0.003968068696989055,8.955605166016113e-06,0.2109830052864748,0,0,0
23940,1,3,0,0,0,0,0.13600578580660425,-4.882407236211907e-05,2.1905131581338772e-05,0.12790509755698246,0,0.04799544610108555,0,0.04760378794791582,0.1264606995155685,-5.159656203276478e-06,0.006275575241975899,0,0,0
25078,1,2,0,0,0,0,0.47624641263463774,0,0,0.017846797499048356,0,0,0,0,0.00021518805945528081,0,0,0,0,0
23767,1,3,0,0,0,0,0.4370006288829922,0,0,0,0,0,0,0.035034384328028204,0,0,0,0,0,0
23588,1,3,0,0,0,0,0,0.3279864791600585,0,0.021927418244699442,0,0,0.0006287592045007122,0,0,0,0,0,0,0
23525,1,3,0,0,0,0,0.39900752666476147,0,0,0,0,0.0894829282312649,0,0,0.00248915793561048,0,0.00014202385810786102,0,0,0
23571,1,2,0.40045656137132246,0,0,0,0,0,0,0,0,0,0,0,0.007871053147284715,0,0,0,0,0
47879,4,2,0,0,0,0,0,0,0,0.09031440939748886,0,0,0,0,0.005630331288186312,0,0,0,0.40446840807430406,0
46833,4,2,0,2.1083706657724667e-06,-2.384633402746316e-06,0,0.002170888913876768,0.0991368441566653,0.10055536831235247,-6.5960659070096735e-06,0,0.013714763063068071,0,0.10329895205287842,0.08564655512987965,0.003154338059725053,0.09498061916625852,0,1.9367893696879653e-05,0
724,4,3,0.030710110918354485,1.7508578616807515e-05,0.1874499217755107,0.0008238040558938287,0.09352703649991846,0.18745307545932874,3.04278697263546e-05,1.027619757893012e-05,0,0,0,-1.2446853293803677e-05,0,0,5.725921109693418e-07,0,0,0
50367,4,2,0,0,0,0,0,0.5227372680380812,0,0,0,0,0,0,0,0,0,0,0,0
20058,4,2,0,0,0,0,0.5859904724232576,0,0,0,0,0,0,0,0,0,0,0,0,0
47747,4,2,0.12197100413377462,0,0,0,0.1945312825476371,0,0.2307537566336515,0,0,0,0,0,-1.6706398487879148e-06,-4.971520990597575e-05,0,0,0,0
20963,4,2,0,0,5.308511334812823e-05,0,0.29104256249820143,0.29922637934371676,0,7.45743310907809e-05,0,0,0.0008285774836530933,7.866488313458745e-05,0.008448222011204284,5.2431748852709646e-05,0,0,0,0
46184,4,2,0,0,0,0,0,0,0.48340166265001594,0,0,0.0009211635773920738,0,0,0,0,0.01566945550426784,0,0,0
50634,4,2,0,0,0,0,0.10156645099754662,0.03708178190659106,0.0005340578984612068,0.009599983245429,0,7.287530148081148e-06,0.1012659750058649,0,0.09904862210206937,0.09314036544032349,0,0,0.057960772084868224,0
55817,4,3,0,0,4.299267315250052e-05,-1.0380491330123395e-06,2.1679277984734665e-05,0.11780356377808683,0.03750691982576736,0,0.039834705785029914,0.0035877424459757785,0.10196492749233406,0.11830006934185723,0,0.0010476407344540391,0.05096509638714143,0.02169715711472942,0.014998154093038276,0
20809,4,3,0,0,0,0,0,0.1673566345638297,0.11833954150080761,0.053576124578844406,0,0,0,5.701972193172008e-05,0.016470313842971943,0,0.12664774648142643,4.095464826073947e-05,0.004876765884463425,0
1006,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8675502318185819,0,0,0
45307,4,5,0,0,0.15606986553260427,0,0,0.24251577739133617,0,0,0,0,0.010876857645645764,0,0,0.09103899016134075,0,0,0,0
55649,4,3,1.2830341489137179e-05,1.5552383587579943e-05,0,0.010714926975999878,0,0.155420042740272,0.003830751148600285,0,0.01686638915672863,0.08150716510538697,0.14250907107244526,0.10761232251367385,1.56841284495423e-05,8.026767358154421e-06,0.0020717287074456803,0,1.5939234073719264e-05,0
48586,4,3,0,0,0,0,0,0,0,0,0,0,0,0.008671098380421613,0.3920779122656124,0.09908615058699119,0.00017543381977135064,0,0,0
46704,4,2,3.383338275920882e-05,0,0,0,0,0,0.17129248801637284,0,0,9.92776413718042e-06,2.64092695115315e-05,0.1756298340064446,0.01498254909825569,0.1608923833068903,2.9104582219170503e-05,0,0,0
49933,4,2,0,0,0,0,0,0,0.4808568846255175,0,0,0,0,0,0,0,0,0,0,0
20848,4,3,0,0,0,0,0,0,0.43280078881226386,0,0,0,0,0,0,0,0.010774895053874842,0,0,0
49929,4,2,0,0,0,0,0,0,0.5748277831767188,0,0,0,0,0,0,0,0,0,0,0
55943,4,3,0,0,0.48387316136253167,0,0,0,0,0,0,0,0,0.005017200879210698,0,0,0,0,0,0
14174,3,1,0,0,0,0,0.4457422741094602,0,0,0,0,0,0.045517655290365,0,0.00023238314216765153,0,0.003044150915605302,0,0,0
41507,3,4,0.07300805537472335,2.144744355302982e-05,0,0.03462401198770733,5.938464176258538e-05,0.2892484341014,0.2856981153588083,0,2.1607081155965566e-05,9.945789148998103e-05,-0.001084714566389215,0,0.0001579743901638075,0.00013158075216844134,0,0,-1.313062257371086e-05,0
22031,3,2,0,0,0,0,0,0.3165497322213323,0.11729994997651856,0.010415653960889455,5.138940718603892e-05,0.008328863839958348,0.011250482335415065,2.3535917849191227e-05,0.006073335520037461,0.0009197915656545149,0.0012389670546023854,0.005393894908290488,0,3.1966846859164063e-06
8047,3,2,0,0,0,0,0,0.09062429091617916,0,0,0,0,0,0,0,0.0017125574512244848,0.4079526536920162,0,0,0
44409,3,4,0,-7.886399615054821e-06,0,0,0,0,5.730910907505647e-05,0,0,0.0027084062071385424,0.04948961425407357,0.21160356503832944,0,0,0.2257092613528738,2.3157088572922016e-05,0.000265988739014093,0
12926,3,4,0,0,0,0,0,0.19829088929777622,0.21811068744374115,0,0,0.0002033219206256878,1.847474472081626e-05,0.00195534959545321,9.205001670576108e-05,3.7254857636172407e-05,2.0857907959732027e-05,0,0,0
5122,3,2,0,0.019374083043904457,0.00554437041656821,6.1947434227803235e-06,0.06485190677162966,0.16198795465835936,0.015606965484631264,0.07172342471087095,0.014725087319461152,0.01900365199133213,0.0002992209245456886,0.04270641762505815,0.0018459791022139016,0.03701205551150438,0.044916091281644255,0,4.1818893334303394e-05,0
10671,3,4,2.3835110911924655e-05,6.702108270356792e-06,4.971859986967774e-06,0,0.12242880640814341,0.1315739457025955,0.13192229403631425,0.12447222700517843,0,0,0,0,0,0.0025127900531929756,0,0,0,-1.6919868777363527e-07
14345,3,2,0,0,0,0,0.3422117334779837,0,0,0.016014703331864503,0,0.0008810584146910725,0,0,0,0,0,0,0,0
3031,3,4,0,0,0,0,0,0,0.46616137383968664,0,0,0.03371857457062432,0,0,0,0,0,0,0,0
56690,3,4,0,0,0,0,0.5461549088495405,0,0,0,0,0,0,0,0,0,0,0,0,0
8489,3,4,0,0,0,0,0,0.17708998718005195,0,0,0,0,0,0.3072227261179671,0,0.0012042959683178952,0.00012925438299961638,0,0,0
8639,3,4,0,0,0,0,0.19508978373112118,0,0,0,0,0,0,0.2977293716369873,0,0,0.0073343761609980665,0,0,0
12077,3,5,0,0,0,0,0.47351993169328027,0,0,0,0,0,0,0,0,0,0,0,0,0
56684,3,4,0,0,0,0,0.44756538661623835,0,0,0,0,0,0,0,0.04322780157823456,0,0.004922509847164921,0,0,0
13280,3,5,0,0,0,0,0.2578682378576687,0,4.483905748849331e-05,-4.4222513821925055e-05,0,0.000755916455453486,3.0317548545913358e-05,0.0022900713923167757,0.0003209983310281224,0.22871688386235342,3.3210401600144e-05,0,0,0
56827,3,4,0,0,0,0,0.40999981487315296,0,0,0,0,0,0.0018174169154620452,0,0,0,0.08826469175042029,0,0,0
22822,3,1,0,0,0,0,0.5581936281739606,0,0,0,0,0,0,0,0,0,0,0,0,0
7680,3,2,0,0,0,0,0,0.1924077678827916,0.18856452280095445,0.11466988104717986,1.556270759221113e-06,0,2.2982782094266568e-05,0.013774791444258038,0,0,0.01323223309622553,0,0,0
4722,3,4,0,0.014877127833591039,0.09991265296745346,0.008372952111106932,0.10410027184784613,0.0854205539768486,0.10106649414687773,0,0.03203226040123075,0.02063707823300921,6.90083255345127e-06,0.008160201154703098,-4.696707079515505e-05,0,0.025692509260595887,0.0006435030586498064,0,0
27878,2,4,0,0,0,0,0,0,0.505711193687414,0,0,0,0,0,0,0,0,0,0,0
16691,2,3,0,0,0,0,0.18434471418469275,2.0854026234662152e-05,0,0.15986318193918053,0,0.1558564143270496,0,0.00014918663053692293,1.1035477990091494e-05,3.798995084380743e-05,2.5581157271800534e-05,0,0,9.971783588618355e-06
26931,2,4,0,0,0,0,0.06478426640932343,0,0.43455971187314907,0,0,0,0,0,0,0,0.00024828249485399183,0,0,0
30905,2,3,0,0,0,0,0.23645492324221284,0,0,0,0.1921631043120818,0.04269624143113086,0,0,0,0,-0.00015532502095342578,0,0,0
33008,2,1,0,0,0,0,0,0,0,0.17832970152360272,0,0,0,0.31038674093316404,0,0,0.010716679554504702,0,0,0
31096,2,3,0,0,0,0,0,0,0,0,0,0.6775812878632423,0,0,0,0,0,0,0,0
38263,2,5,0,0,-8.675538738568167e-06,0,0.28241054502177776,0,0,0.2835132327143935,0,0.002488106543165882,0,0.00028709889007424923,0,2.439229609315429e-05,2.149200037145607e-05,1.2402396824325152e-05,0,2.8488899306895773e-05
15923,2,3,0,0,0.2709066196658391,0,0,0.18170905752155248,0,0,0,0,0,7.57331904081049e-05,0,0.0012208191495753403,0,0,0.03032459213274272,0
26861,2,4,0,0,0,0,0,0,0.49871129897254524,0,0,0,0,0,0,0,0.009632189991445866,0,0,0
32937,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9674335810149942,0,0,0,0
39804,2,4,0.11302489220850356,0.0169456712280264,0,0,0.17742299188224003,0,0.18527418921600208,0,-1.3906650616003315e-06,0,0.0009008085081662941,0.0013778460356463989,0,0,0.0053531165568478185,0,0,0
21816,3,4,0,0,0,0,0,0.03979536305780198,0.45046007428831736,0,0,0,0,0,0,0.0014699183671765975,0.0002726243122770437,0,0,0
29717,2,3,8.514417148701934e-06,1.4692616561051625e-05,0.013911697321826115,0,0,0.12258718535395757,1.2285424395290271e-05,0.10674643621148931,0.10150950272202933,0.008927906085290368,0.051224367836472495,0,9.08125827831686e-06,7.145061742999011e-05,0,0,0.0966485840896074,0
58743,2,4,2.4447119985119708e-05,0.062332587379850195,0.020153978118467065,0,8.342069559529185e-05,0.25793540484625904,0.25165465799489667,0.11663688363118453,0,0,5.5903707017335163e-05,0,0,6.675201820467036e-05,0,-4.942084718182787e-06,0,0
27640,2,4,0,0,0,0,0,0,0.49759703776437186,0,0,0.002016794229347908,0,0,0.00011055336662986798,0,0,0,0,0
33610,2,3,0,0,0,0,0,0,0,0,0,0,0.5987394028431715,0,0,0,0,0,0,0
27088,2,4,0,0,0,0,0.07231635844407114,0,0.427335116133569,0,0,0.00034886220545859336,0,0,0,0,0,0,0,0
32527,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9257795096633076,0,0,0
17111,2,1,0,0,5.5403067463578226e-05,0,0.23939928209073674,0,0,0,0,0.0006543425215971379,0,3.5044448308208256e-05,0.2400530075152547,0,5.0141523769006336e-05,0,0.022068472146770598,0
31148,2,3,0,0,0,0,0,0.07055276991870026,0,0,0,0,0,0.42308232329247464,0,0,0.006819736384216801,0,0,0
58209,2,3,0,0,0,0,0,0.49179210614498103,0,0,0,0,0,0,0,0,0,0,0,0
18906,5,4,0,0,0,0,0,0.10622900907968583,0.39255460812336773,0,0,0.0005289516776443706,0,0,0,0,0,0,0,0
18270,5,4,0,0,0,0,0,0,0.5419930593352913,0,0,0,0,0,0,0,0,0,0,0
17766,5,3,0,0,0,0,0,0.6013990900813179,0,0,0,0,0,0,0,0,0,0,0,0
52469,5,2,0,0,0,0,0.44513937634679246,0,0,0,0,0.0027250777783616002,0,0,0,0,0.00018337784548707668,0,0.050065763439318435,0
17955,5,2,0,0.18259773923835065,0,0,0,0.3040307890632259,0,0,0,0,0.006850741004803675,0,0,0,0,0,0,0
17749,5,3,0,0,0,0,0,0.6543571685761324,0,0,0,0,0,0,0,0,0,0,0,0
19009,5,2,0.1373720854460995,0.05196322589815034,1.5909446080114368e-05,4.278636601013401e-06,0,0.1623847985918685,0,0.13969823072108786,0,3.4618276778403615e-05,0.0027873957745919507,9.043904019315991e-06,0,0.0055281294475051455,6.765726993058119e-05,0,0,0
